SNR,BER,Noise Power,Latency,Bandwidth,Error Burst Length,Data Type,Network Type,Optimal ECC
3.3788227420178796,0.0034672106692968507,0.061,251,6.782213003839011,3,Streaming,Wi-Fi,LDPC
9.157786532957836,0.0027161991722909826,0.188,35,41.61362473425823,6,Packet,Storage,Reed-Solomon
9.091535003391465,0.002831642818567053,0.165,313,59.11161146929164,2,Packet,Satellite,BCH
0.326548755668046,0.00011330860882533771,0.273,221,11.12972505726841,10,Streaming,IoT,Reed-Solomon
-0.6772620247858816,0.002634290020622562,0.221,43,91.0948336098582,4,Packet,Satellite,LDPC
26.644800122746563,0.008198584673399071,0.429,442,13.757235282507859,3,Streaming,Satellite,LDPC
24.460268018780983,0.0033449820195394775,0.25,83,7.358355724012141,2,Packet,IoT,BCH
28.595646966653373,0.00996679949443616,0.348,156,81.93310174683822,3,Streaming,Wi-Fi,Convolutional
1.8732909526825066,0.0012896076156534836,0.256,273,67.80832260529829,2,Packet,5G,LDPC
21.30308779244581,0.007734239098968395,0.118,150,76.7781916945114,1,Packet,Wi-Fi,BCH
19.51244333151968,0.006179901001874312,0.133,481,34.0405869292188,3,Packet,Storage,Hamming
8.82177555501103,0.005485347458150391,0.269,116,44.17621451207131,2,Packet,Storage,BCH
-0.00779545014625449,0.006131203944170019,0.16,369,87.51995794752072,1,Streaming,Satellite,LDPC
22.05403014001693,0.0022222204896547963,0.253,298,71.98149144619698,1,Packet,Wi-Fi,BCH
18.36083087780613,0.00422769761522462,0.349,30,22.15269960461693,2,Packet,5G,Polar
27.987205337763978,0.0014997123427445296,0.155,337,92.22648916804492,1,Packet,IoT,BCH
23.623374471114644,0.002409553560378592,0.482,473,64.94965681070205,3,Streaming,Satellite,LDPC
25.722265839515497,0.007626100749243452,0.177,213,85.41259434868515,5,Packet,Satellite,BCH
6.283097059104351,0.006895741079852184,0.3,41,70.17071908239632,5,Packet,Satellite,BCH
4.70232298390811,0.0029415543354263563,0.172,481,88.26851856433507,6,Packet,Satellite,Reed-Solomon
8.932280104100936,0.004191640242806352,0.278,404,87.42066522460964,4,Streaming,IoT,Turbo
24.331587084394027,0.006495123423195076,0.327,283,80.7347225287492,2,Streaming,5G,Convolutional
3.9444334895216726,0.003957772645697313,0.238,117,74.08562109726756,7,Streaming,Satellite,Reed-Solomon
9.022743123556118,0.006854043374067306,0.492,182,64.69246552014627,7,Streaming,Wi-Fi,Reed-Solomon
25.8005883390906,0.007614960357130408,0.216,215,10.166276535646844,7,Packet,Storage,Reed-Solomon
16.323398635198323,0.002597718829151458,0.156,198,11.093744530379341,2,Packet,5G,Polar
22.73956880882104,0.001914592065239051,0.215,306,38.63403303237141,6,Packet,5G,Reed-Solomon
3.5263467182999078,0.004634019939278065,0.48,183,48.34644861456653,2,Streaming,Storage,LDPC
21.77555567654572,0.0021607077826100137,0.369,227,96.73915052054087,3,Streaming,Wi-Fi,LDPC
17.607387518837893,0.007468206436282029,0.243,7,52.668677883703765,3,Packet,Wi-Fi,BCH
8.61435428762696,0.010304582593220453,0.068,91,35.649500465334846,3,Packet,Storage,BCH
14.445656115448244,0.0038892247746427342,0.349,315,39.636603670951686,7,Packet,Satellite,Reed-Solomon
29.312429401371148,0.004518420036057316,0.421,100,21.853601655160922,7,Streaming,IoT,Reed-Solomon
15.110906355966536,0.004461174656297301,0.41,370,75.41803921485453,1,Packet,Satellite,LDPC
17.030780918346686,0.004393865580547369,0.073,358,98.44838502691708,1,Packet,IoT,Turbo
7.727214279999757,0.0020607265351880294,0.335,47,76.877242065294,4,Packet,IoT,BCH
20.328050062155114,0.00713281688277726,0.467,331,83.96351298390167,7,Streaming,Wi-Fi,Reed-Solomon
23.510425876578516,0.005302974256947461,0.338,277,50.74247061592303,2,Streaming,Satellite,Convolutional
27.36759112548159,0.003406189128460796,0.26,60,84.06861704146287,6,Streaming,5G,Reed-Solomon
5.224822055765014,0.002658920973779657,0.039,301,47.274912716278095,7,Packet,IoT,Reed-Solomon
24.00588075724626,0.0002829627790817638,0.244,220,30.31554874714688,5,Packet,5G,Hamming
19.91949305234705,0.0013275445003415904,0.309,356,59.127883771275535,6,Streaming,IoT,Reed-Solomon
11.365226503061404,0.0015082281733003152,0.424,501,59.141322303742704,2,Packet,5G,LDPC
-0.23386368413861713,0.0025586755487635084,0.483,313,11.499055716327046,2,Streaming,5G,Turbo
5.472548995876268,0.004753838046999573,0.265,348,7.716100355122409,10,Streaming,Wi-Fi,Reed-Solomon
5.970025476906188,0.007615470446847122,0.489,262,78.50352967715958,4,Packet,Storage,LDPC
26.83197503806688,0.002052989420360448,0.5,194,63.6098433682722,2,Streaming,IoT,LDPC
5.040816677854735,0.010165901849699932,0.47,156,76.30350414220815,6,Streaming,5G,Reed-Solomon
7.758593499726865,0.0003943714898787403,0.472,130,71.96295696083472,3,Packet,Storage,LDPC
25.211980380675094,0.005674753407176449,0.311,414,64.33597323767941,1,Streaming,IoT,Reed-Solomon
24.771496669466092,0.009109219342771405,0.188,234,65.16400346623372,2,Packet,Wi-Fi,BCH
26.7731464636625,0.000561968346811711,0.282,13,13.897677060469729,3,Streaming,5G,Hamming
20.1535088945402,0.0022812450127091166,0.127,326,26.71615006960047,6,Packet,Wi-Fi,Reed-Solomon
12.158124022475654,0.008936039219089404,0.305,452,78.91668544987301,3,Streaming,Wi-Fi,Turbo
3.526915786064815,0.00942474882070187,0.019,473,23.047249353744277,7,Streaming,Storage,Reed-Solomon
28.902614357562708,0.002606984196212586,0.23,274,97.35966425291966,2,Packet,Wi-Fi,BCH
6.549553206934127,0.006331394331213736,0.168,453,84.4452266554794,2,Packet,Satellite,Turbo
10.528950428352859,0.004234954759928199,0.443,260,30.395136539568586,3,Packet,Storage,LDPC
20.528913974622576,0.0022097811094106893,0.075,502,6.944099820028238,7,Streaming,5G,Reed-Solomon
18.55467231176037,0.00773491496726558,0.211,316,61.718133030624315,1,Packet,5G,Turbo
-0.0023339694017401325,0.006509550555161063,0.138,98,66.51520820873036,1,Packet,Satellite,LDPC
16.06154703877847,0.006274380485684604,0.056,142,84.24355882259619,1,Streaming,IoT,Convolutional
9.618864539094044,0.0029538906319546004,0.302,105,49.993001023312225,1,Packet,5G,Reed-Solomon
9.41906203720968,0.002581836407436512,0.281,440,45.53438985213286,4,Streaming,Wi-Fi,Turbo
13.2696494483613,0.007149004653366334,0.391,258,22.95306688915626,5,Packet,5G,Polar
9.33469159049421,0.008806788992265774,0.378,299,59.647859449906385,2,Streaming,IoT,LDPC
8.171366992902684,0.0020114239533302516,0.439,361,36.878433901419555,4,Packet,Wi-Fi,LDPC
22.997009746762963,0.0012445284765995688,0.308,259,65.10738845365569,5,Streaming,IoT,Convolutional
27.242603028977925,0.009415506536395226,0.46,271,5.550542801311979,7,Packet,IoT,Reed-Solomon
17.281188994923973,0.005276534903466845,0.016,174,89.21606083618315,10,Streaming,IoT,Reed-Solomon
16.156828011669795,0.0026272383799941946,0.359,173,59.50405366751558,5,Streaming,5G,LDPC
9.965253156885824,0.005633745971796957,0.394,188,12.282229634706406,2,Packet,Storage,LDPC
12.151319332975786,0.003971818288738111,0.46,16,64.33868403501066,3,Packet,Wi-Fi,LDPC
9.061818600843209,0.005530899019922756,0.337,88,66.75032066619437,4,Streaming,Storage,BCH
23.8766522359115,0.0018249086443990416,0.496,377,13.836104288212967,7,Packet,Satellite,Reed-Solomon
22.6412112742573,0.0007671445708682846,0.269,277,50.694989159580054,4,Packet,Satellite,Hamming
22.03251117325983,0.006529872693680029,0.011,246,20.795777510624045,2,Streaming,Satellite,Convolutional
15.799395624515693,0.0015367574427158932,0.324,330,6.366879275845105,2,Streaming,5G,Convolutional
17.13472016238572,0.003137478534158049,0.387,173,89.4068557459085,10,Streaming,Satellite,Reed-Solomon
10.79131722575791,0.003086706608266979,0.25,342,2.6237562663927934,8,Streaming,Wi-Fi,BCH
13.676712163067066,0.002734257051020231,0.128,41,84.4600856085412,5,Packet,Storage,BCH
18.832454824478337,0.00645942890855328,0.086,186,9.491771862164118,5,Packet,5G,Polar
26.15758939212348,0.00031240084816990384,0.032,33,92.30697995131668,8,Packet,IoT,Hamming
21.677240611915213,0.005285298147268744,0.481,272,1.203078858451214,2,Streaming,Storage,LDPC
14.263729311599132,0.005117256450328721,0.341,423,15.377241163809744,6,Packet,IoT,LDPC
26.493909831592646,0.008433157455739346,0.085,357,44.255187344063,1,Packet,5G,Turbo
16.93971851260169,0.005851318572706044,0.048,461,78.25916623486393,1,Streaming,Storage,Turbo
22.644488893600773,0.00451554099924209,0.495,91,38.345801991669006,9,Packet,IoT,Reed-Solomon
29.407450800868205,0.0015142036553744658,0.26,70,61.439471752956955,1,Streaming,Storage,Convolutional
25.7723200186481,0.002425492747920668,0.202,6,33.07727126664546,7,Packet,Wi-Fi,LDPC
20.14151239675452,0.002163603766616348,0.462,363,80.5085597215796,3,Streaming,Wi-Fi,LDPC
47.35660041066785,0.021214595835722428,1.933,1399,397.3535005656403,4,Packet,Storage,LDPC
3.3374714487937744,0.004683623748381067,0.034,481,61.8753580584791,10,Streaming,Storage,Reed-Solomon
26.03480651834803,0.00708216366563012,0.272,264,9.19937344222322,7,Packet,Satellite,Reed-Solomon
10.364150553927175,0.002499730282719695,0.016,138,18.114886338283664,7,Packet,IoT,BCH
11.658267322581759,0.00714917351482867,0.467,102,39.081764049437815,2,Streaming,IoT,LDPC
27.077049245447306,0.004644205941607421,0.101,433,79.54455854083602,2,Packet,Wi-Fi,Turbo
14.909660383181583,0.0030330207539626796,0.191,44,55.58956382548411,7,Packet,5G,Reed-Solomon
21.784063026167374,0.008107242863988553,0.498,487,43.92612806311294,1,Packet,Storage,LDPC
13.798704881527524,0.001509731444258365,0.019,204,86.91828156923653,3,Streaming,5G,Convolutional
29.371424063158603,0.004904295073430452,0.151,97,90.44883816713218,6,Packet,IoT,Reed-Solomon
27.75050728279692,0.002251236305481759,0.079,377,24.90113778493705,7,Packet,Satellite,Reed-Solomon
10.779962078578206,0.002394788348835804,0.047,45,22.529445505743315,2,Streaming,IoT,Convolutional
8.571623841639477,0.0035974136869288908,0.36,123,21.0964450781951,3,Packet,5G,LDPC
29.14677748868185,0.010156174572369198,0.485,191,4.5411408313025525,10,Streaming,Wi-Fi,Reed-Solomon
4.729099740651021,0.0028278881118134792,0.084,364,73.79815523105074,5,Streaming,IoT,Turbo
16.894700128252598,0.0048066789801697,0.022,467,67.75098239890822,7,Packet,Wi-Fi,Reed-Solomon
28.621245116581704,0.0017594216552306132,0.275,354,79.37684831230166,5,Packet,IoT,Turbo
10.918138687271208,0.003176673838246667,0.151,385,69.92392989499064,4,Packet,IoT,Turbo
29.250106664189275,0.0005531262997034429,0.221,109,15.718270030380891,2,Packet,Satellite,Hamming
4.599246961680817,0.010091418899983192,0.117,326,3.4705529140673215,3,Packet,5G,Polar
22.53847047779835,0.008007873151398118,0.231,122,28.161206936828776,2,Streaming,IoT,Convolutional
6.27442311390091,0.0009706414663541643,0.22,74,91.98264116331342,5,Packet,5G,Polar
10.39660897108271,0.0010823498000075073,0.295,237,12.179241498725235,7,Streaming,5G,Reed-Solomon
19.47411491638257,0.008588262200534219,0.409,39,41.65413783357506,3,Packet,Storage,LDPC
4.287373114187339,0.003344859665398039,0.439,355,46.03949453362029,1,Packet,Wi-Fi,LDPC
24.45790317957383,0.0019548574386806157,0.256,121,8.706344950010404,4,Packet,Wi-Fi,BCH
11.400292349142376,0.006049691342274701,0.409,308,46.11191243531651,8,Packet,Wi-Fi,Reed-Solomon
26.66192145242084,0.008907296657885979,0.234,374,41.15025424144933,2,Packet,Satellite,Convolutional
29.108131660008112,0.005255271558156099,0.064,132,89.83887669628191,1,Streaming,5G,Convolutional
8.995793412626231,0.0008299382720208743,0.408,231,94.9891822522032,3,Streaming,Wi-Fi,LDPC
22.46434314381514,0.002049458503275553,0.439,408,53.03191421745461,6,Streaming,Storage,Reed-Solomon
20.623959586900373,0.007031444909698721,0.161,44,7.981244373445336,5,Streaming,IoT,Convolutional
10.115857971311273,0.0031823456526266056,0.189,387,19.139918420066937,2,Packet,IoT,Turbo
20.80699324319752,0.003584559846232018,0.47,325,77.08464039633493,6,Streaming,IoT,Reed-Solomon
1.7934630792763346,0.0029207386645248704,0.112,306,17.89584724689648,3,Streaming,IoT,LDPC
-0.16461521127896495,0.007949054361850937,0.067,14,62.328117435894306,2,Packet,Satellite,LDPC
11.18528924466264,0.0074076595770953034,0.386,1,27.973045198329814,2,Streaming,IoT,LDPC
5.169295087337948,0.0007156811167593779,0.083,114,8.400887982600478,3,Streaming,5G,Convolutional
23.454555723283292,0.9602406685400527,0.786,1472,229.3516433456696,7,Packet,Wi-Fi,Reed-Solomon
10.978563225097732,0.006291094179356211,0.473,309,43.498944839225075,1,Packet,Storage,LDPC
15.690618644441185,0.003308989555082105,0.485,179,20.960612370956746,1,Packet,IoT,LDPC
28.773936740570324,0.009250910742917371,0.227,425,38.90646972887129,1,Packet,IoT,Turbo
16.905814665135754,0.005927154144694329,0.315,68,76.44937253173089,2,Streaming,Wi-Fi,Convolutional
16.60318856851111,0.0075044320981984425,0.37,42,16.829466706819346,10,Streaming,Storage,Reed-Solomon
27.007683985191964,0.0034515118378639336,0.407,20,84.33529664502751,1,Streaming,Storage,LDPC
23.799317508425382,0.0030467255409800473,0.377,91,50.27339016217087,3,Packet,5G,LDPC
18.55718613875669,0.005680317332277144,0.47,452,16.41347443122224,3,Streaming,IoT,LDPC
5.1106948585126695,0.0043171444806502845,0.31,140,14.934594165066008,1,Streaming,Storage,Convolutional
14.739865161527955,0.006406448530740254,0.122,280,35.30414423482539,1,Streaming,5G,Convolutional
25.747383173436514,0.005410245482281166,0.342,440,32.32317790050683,8,Streaming,5G,Reed-Solomon
21.28232384272215,0.004064154353064941,0.094,306,70.66303328673385,9,Packet,Wi-Fi,Reed-Solomon
3.0616660783113603,0.000991996567749808,0.085,264,85.13554710838017,2,Streaming,Satellite,BCH
31.607362731280297,0.007827715500725007,0.062,64,45.9809590696986,1,Packet,IoT,BCH
25.384232175973327,0.001340378336203315,0.351,286,95.13824997989785,6,Packet,Satellite,Reed-Solomon
7.574266578209235,0.005235912609375076,0.179,149,66.05585741659814,1,Streaming,Wi-Fi,Convolutional
27.807639207545456,0.002303636969211188,0.26,95,23.16022597529794,6,Packet,IoT,Reed-Solomon
3.774834485958206,0.004331501243769507,0.289,68,69.85051761606564,7,Packet,IoT,Reed-Solomon
7.3065128610566425,0.007430159628699414,0.434,72,89.94085320136446,7,Packet,Satellite,Reed-Solomon
2.792850167220549,0.7826399690793013,0.761,711,87.6601888644008,9,Packet,Satellite,Reed-Solomon
16.87599526443181,0.006812813777161394,0.312,245,72.41010714884246,1,Packet,Satellite,BCH
17.246728067719683,0.0022619901748027645,0.441,148,12.049394109805792,4,Streaming,IoT,LDPC
13.094920530188736,0.0007238815392950496,0.15,342,50.736194158383576,3,Packet,Storage,BCH
20.75109386849059,0.004439278328666542,0.213,148,88.72674619812315,6,Streaming,5G,Reed-Solomon
27.823562781631637,0.006859179436326913,0.132,419,90.68050384606208,3,Packet,IoT,Turbo
18.151701307406842,0.007288873654573483,0.019,46,37.10753068616599,1,Streaming,Storage,Convolutional
22.61873150566389,0.003568666398791918,0.24,84,75.06111979114226,1,Packet,Storage,BCH
13.39390325728038,0.005468510712083288,0.325,423,84.59663776835465,4,Streaming,Storage,Turbo
-0.37053463343328485,0.005724177788778956,0.323,249,58.77165778708224,3,Packet,5G,LDPC
1.2186057443614582,0.0024038146352272937,0.312,283,77.66783605247792,3,Streaming,Satellite,LDPC
1.1013405252030695,0.007309336636488593,0.041,463,50.05662863093151,4,Packet,Storage,LDPC
8.323741368762875,0.005411558172374305,0.356,239,35.8643533868589,1,Streaming,Storage,LDPC
28.88405709437769,0.00046357177412154125,0.05,330,49.11744752705769,7,Packet,Storage,Hamming
2.1801558902923452,0.0011298404223318312,0.065,273,17.332520288301406,4,Streaming,IoT,LDPC
0.16096045027749087,0.008685777172489759,0.265,415,99.09927262687448,8,Streaming,5G,Reed-Solomon
21.765736782081238,0.009663946981308088,0.385,297,22.719837654328877,3,Streaming,Storage,LDPC
22.173770478495772,0.0027789503974701047,0.276,64,45.67521860904442,1,Streaming,IoT,Convolutional
24.582527517790542,0.0033109583575034883,0.164,54,37.23894421157997,4,Packet,Storage,BCH
4.325163648392761,0.008477091011107819,0.142,57,73.9189687009145,3,Packet,Storage,BCH
30.11938159585738,0.007750635270298908,0.268,239,45.367552652189694,2,Streaming,Storage,Convolutional
24.439567507213646,0.007237098004812809,0.422,88,94.29415142886288,6,Streaming,Wi-Fi,Reed-Solomon
17.499148688033806,0.008773621285023974,0.434,304,27.154100536086464,4,Streaming,IoT,LDPC
20.971653059772365,0.010136229377361522,0.051,428,24.68314937135345,3,Streaming,Satellite,Turbo
1.2803841119596673,0.00845203734153149,0.174,40,73.15918818885247,2,Packet,IoT,LDPC
27.602912762459717,0.0020298653600758832,0.414,337,64.32905385783147,10,Packet,Storage,Reed-Solomon
12.830160159461128,0.007722654170015877,0.01,237,73.1498015721483,4,Packet,Satellite,BCH
22.87441787058933,0.0027191764968100256,0.383,42,56.48578744046546,8,Packet,Wi-Fi,Reed-Solomon
11.648312415569698,0.005318618463363927,0.409,196,73.98880379125673,3,Packet,Storage,LDPC
6.002727216272573,0.003700867252390612,0.451,90,5.059404941846368,4,Streaming,5G,LDPC
8.313733847930322,0.0037223549220245142,0.375,361,77.66038438670401,1,Streaming,Wi-Fi,LDPC
25.473580048137666,0.008088082042282736,0.201,190,102.69812054977132,4,Streaming,Storage,Convolutional
24.485093286264256,0.003886895876263476,0.24,143,93.82037226653169,5,Packet,5G,Polar
12.571685613566077,0.0056682687591383596,0.374,279,31.77938863855271,7,Streaming,Satellite,Reed-Solomon
20.36814196357362,0.005850282579079956,0.311,166,35.351346096230806,2,Streaming,5G,Convolutional
1.493735654074266,0.0030791087849983754,0.284,198,13.671923204201455,4,Packet,5G,LDPC
28.871223213516284,0.007829095878648579,0.432,268,60.58823498128168,4,Streaming,5G,LDPC
28.61658753777562,0.0071951689379288405,0.288,421,34.654927963628516,9,Packet,Wi-Fi,Reed-Solomon
11.063297912785796,0.007795332384815761,0.281,136,95.99570791863967,3,Streaming,Wi-Fi,Convolutional
1.175796719371395,0.005265033254017284,0.331,117,30.038677717653076,10,Streaming,Satellite,Reed-Solomon
3.0254314425317577,0.0004228187133073686,0.23,377,75.3489742417409,1,Packet,Wi-Fi,LDPC
22.179095081812214,0.0007163933414470304,0.042,191,73.66691968754708,1,Packet,5G,Hamming
0.5827790793291718,0.0030882532404823792,0.215,201,23.535273535615758,6,Packet,5G,Reed-Solomon
19.780558097333063,0.006646694280035395,0.214,197,3.0563908146395806,4,Streaming,Wi-Fi,Convolutional
17.83027516270315,0.0026372534022891044,0.187,454,7.984746629253493,1,Streaming,5G,Turbo
24.401229948451622,0.003276810557640446,0.293,188,69.51063275205364,1,Packet,Wi-Fi,BCH
3.82996790116972,0.006994597355151859,0.056,395,96.86100862003889,1,Streaming,Storage,LDPC
5.636556333213072,0.002451912828583021,0.5,444,56.523951433169636,5,Streaming,Wi-Fi,LDPC
14.102420177671062,0.009772520661689993,0.124,381,6.2742418052027435,2,Packet,Satellite,Turbo
15.844633039250235,0.0022893486578500458,0.091,453,56.88897865213955,3,Packet,Storage,Turbo
28.385608017835654,0.004151613522072705,0.355,425,42.86041110274851,4,Streaming,IoT,LDPC
0.46721635908908293,0.003041744560784297,0.274,368,20.289735499413123,2,Streaming,Satellite,LDPC
13.07798372283455,0.007194621929356238,0.228,80,65.2160778940139,5,Streaming,Storage,Convolutional
3.4010634845985925,0.007118799651607543,0.317,396,47.16766894499881,5,Streaming,Satellite,LDPC
10.026245344267464,0.0038168392247420507,0.129,300,82.67519905124932,1,Packet,Satellite,BCH
28.74213408390931,0.004034258164160846,0.427,14,47.931000544532246,1,Streaming,Satellite,LDPC
5.615392129341721,0.006807691772437225,0.327,261,58.331079525158934,9,Streaming,Storage,Reed-Solomon
16.162979628900953,0.004252265798893795,0.015,249,80.72419063381307,2,Packet,Storage,BCH
15.401880089692389,0.0021384884762461085,0.333,396,9.76316961512558,4,Streaming,IoT,Turbo
8.0304594955548,0.00412036582641765,0.221,110,17.70804129710153,2,Packet,5G,Polar
0.969084654416801,0.002383269859584764,0.293,30,51.070190985220115,5,Streaming,IoT,LDPC
14.381534272506723,0.0038874960842623166,0.477,45,21.20859675440535,1,Streaming,5G,LDPC
17.624773037964907,0.005706641981219542,0.095,134,95.84227792441384,3,Streaming,IoT,Convolutional
16.04179503023883,0.006951485832280309,0.166,496,38.42894488672509,1,Streaming,Storage,Reed-Solomon
9.010746997722453,0.0019214557109424482,0.486,471,92.55287811369718,1,Streaming,Storage,LDPC
26.189262132165904,0.0035800919623418955,0.03,384,7.909903719139101,4,Packet,Wi-Fi,Polar
22.55689802876451,0.0036668130586569626,0.218,458,29.849925274137288,2,Streaming,Storage,Turbo
17.10389911059982,0.0035957468692441345,0.233,82,23.495538699171664,3,Packet,5G,Polar
20.18146797489576,0.0075255620677873065,0.138,457,55.60174262165736,2,Streaming,5G,Turbo
16.304131459061413,0.0027756260939859542,0.234,411,22.905585748259032,6,Streaming,IoT,Reed-Solomon
24.487900491277912,0.005777503227873236,0.261,12,58.70519008447397,5,Streaming,5G,Convolutional
30.02890444022198,0.001824569897737519,0.444,117,61.48816449368838,6,Streaming,Storage,Reed-Solomon
28.281265965065955,0.009952326105278884,0.108,41,85.88905736330162,1,Packet,Wi-Fi,BCH
19.618213701980025,0.002573872636195859,0.404,486,53.819643218384776,2,Packet,Wi-Fi,Convolutional
10.78109206395225,0.008118448846489757,0.013,91,2.5543180068651594,4,Packet,Satellite,BCH
19.139342691820556,0.002179735324032098,0.325,247,60.01682990138432,1,Streaming,Satellite,Convolutional
18.598890533929094,0.009863962139530155,0.063,215,3.142784919763569,8,Streaming,IoT,Reed-Solomon
12.325764553897068,0.00015988682504259396,0.499,419,70.54203333942803,1,Packet,IoT,LDPC
27.441069662862382,0.00731878633332594,0.19,316,22.83977953093071,4,Streaming,Storage,Convolutional
17.854284673756233,0.009128362659551408,0.216,183,95.02582363695531,5,Packet,5G,Polar
19.327081306346344,0.00884109615464264,0.468,307,16.25884772245735,3,Streaming,Wi-Fi,LDPC
36.97004379690383,0.6467020255641025,1.991,457,256.2268848411935,6,Streaming,Satellite,Hamming
21.682479626517715,0.0005312829123386535,0.36,183,58.19004850144698,2,Streaming,IoT,Hamming
2.8517704425640185,0.003211586793746841,0.252,227,31.965241620053764,4,Streaming,Storage,LDPC
15.968448140713333,0.0012501230581412946,0.045,510,2.706819362559122,5,Packet,Satellite,Turbo
6.618140783173924,0.006618453851555709,0.053,478,75.98186168198171,1,Streaming,Storage,Turbo
6.960166628363911,0.008282471795511765,0.205,286,39.91445184372332,6,Streaming,Satellite,Reed-Solomon
13.774180794487718,0.0027239085191078675,0.173,81,38.898873171740895,2,Packet,Satellite,BCH
20.46112430116444,0.0010922748496588722,0.117,295,30.27043174720195,6,Streaming,Wi-Fi,Reed-Solomon
15.749196442511362,0.006246126734492313,0.065,24,23.121373752500663,5,Packet,Satellite,BCH
6.42544538074209,0.00703473140008677,0.314,6,65.23765860335514,6,Packet,Wi-Fi,Reed-Solomon
30.122077172313777,0.0028903301337009257,0.283,375,30.497358964453053,5,Streaming,Wi-Fi,Turbo
24.06900579368814,0.001928887056004271,0.36,425,32.10314226952754,6,Streaming,IoT,Reed-Solomon
25.021085478347995,0.006075631964623635,0.474,301,87.87798900550983,6,Packet,Wi-Fi,Turbo
7.043020541757687,0.007581982086804627,0.05,83,5.2499582379013825,2,Packet,Storage,BCH
18.121414216219854,0.007338338916987785,0.235,64,9.143989047338918,5,Packet,5G,Polar
21.728959723389003,0.006526342914481417,0.205,393,41.50275428556807,5,Streaming,Storage,Turbo
19.037280557112478,7.504510004776712e-05,0.077,14,39.53249085226638,10,Packet,5G,Hamming
26.68763798599081,0.00543159179590892,0.177,98,59.33136117974189,6,Packet,5G,Reed-Solomon
7.6698085350505,0.002739289850000292,0.124,377,81.03470982650194,9,Packet,Wi-Fi,Convolutional
10.202468039333858,0.004884728015397399,0.243,175,62.711287790236774,2,Packet,Satellite,BCH
4.417725838601006,0.008162477470723767,0.352,48,73.29569893246958,4,Streaming,Satellite,LDPC
26.41830782415653,0.0005799699998951277,0.319,11,100.77625318842654,9,Streaming,IoT,Hamming
16.7691252475513,0.006707083691500039,0.244,439,48.057103192273935,4,Streaming,5G,Turbo
1.0752152031210505,0.00042476613517495525,0.414,235,45.28883348899763,1,Packet,IoT,LDPC
9.046243368286968,0.0023984262156452334,0.209,492,54.26258083472247,5,Streaming,Wi-Fi,Turbo
0.6328526673595474,0.0017206367610728382,0.278,108,24.749322255425938,1,Packet,Storage,LDPC
23.875537804520953,0.001532266447005215,0.053,259,18.71946199575825,2,Packet,Wi-Fi,BCH
6.152903458460308,0.0016352918749011547,0.127,443,38.00666077772477,1,Packet,Wi-Fi,Turbo
23.61528008059215,0.00020012213116586734,0.195,258,15.318148490214712,1,Streaming,IoT,Reed-Solomon
14.348241175100176,0.008751964991117635,0.346,360,26.53213636848117,1,Packet,Storage,Turbo
2.0505854093042304,0.00027234709597997076,0.346,426,53.765911464359206,4,Packet,Storage,LDPC
10.784102434591277,0.00490244351712196,0.248,46,75.5270802944965,1,Streaming,Wi-Fi,Convolutional
2.2772066487834417,0.0023164528478637502,0.203,376,65.01360072792467,1,Packet,Storage,LDPC
4.045518335443344,0.0068457064681840245,0.468,260,16.06936046448378,4,Packet,Storage,LDPC
9.36016393815189,0.00020755632762556789,0.394,138,15.799503178683993,1,Packet,Storage,LDPC
23.765296181097845,0.005306468595173533,0.13,61,6.657609100720018,1,Streaming,IoT,Convolutional
19.93874517061425,0.0012081708679104605,0.088,372,35.57523716811037,2,Packet,Storage,Turbo
27.353032243572482,0.001315219236539515,0.329,361,8.79175052709716,7,Packet,IoT,Reed-Solomon
11.668874958499178,0.0027573858806875036,0.049,429,14.129604693666925,6,Streaming,Storage,Reed-Solomon
17.687818791952573,0.002761007172577149,0.32,104,74.27311969126893,7,Streaming,IoT,Reed-Solomon
3.015825386458827,0.008053298996606804,0.231,55,69.0884860474909,5,Streaming,5G,LDPC
19.705940811988484,0.006767677719683975,0.448,199,26.034634485145148,3,Packet,5G,LDPC
15.39738036544378,0.004009077071748994,0.403,411,3.552309841498981,2,Packet,IoT,Reed-Solomon
26.17499723502832,0.001126543617263539,0.263,410,59.35292408890743,6,Packet,IoT,Reed-Solomon
5.169496613820839,0.010227205383147458,0.253,272,10.870435258823969,6,Streaming,Wi-Fi,Reed-Solomon
8.446713665835226,0.004855092111090484,0.442,352,85.0125270873671,2,Packet,IoT,LDPC
7.5085484062850965,0.0024495439754322742,0.048,45,14.967006240091116,6,Streaming,IoT,Polar
4.712303595842561,0.0006015985701981506,0.032,398,57.06311655828169,6,Streaming,Storage,Reed-Solomon
8.6642980491389,0.002367614112085155,0.41,484,88.32849917693953,1,Streaming,Storage,LDPC
16.613765779659932,0.0006992642910988556,0.23,182,95.84612769131338,2,Streaming,Wi-Fi,Hamming
8.898397026847261,0.0019517555115000913,0.343,147,21.75678110403034,9,Streaming,Satellite,Reed-Solomon
24.995245805989434,0.00026665796137341805,0.319,305,34.175163341744145,3,Packet,Wi-Fi,Hamming
2.211301381362552,0.007574044310445531,0.197,350,67.57965633192994,5,Streaming,5G,LDPC
17.688787731039106,0.003439229569543102,0.021,425,72.30903218367109,2,Streaming,5G,Turbo
3.189910689160509,0.00523572127789323,0.369,280,98.52501476020684,1,Packet,IoT,LDPC
5.426583248331497,0.002662839754473619,0.247,243,98.1037227042509,8,Packet,5G,Reed-Solomon
